office-name,official-title,,homepage-url,phone,email,PRECINCT,location name,address1,directions,city,state,zip,start time,end time,start_date,end_date
Harding County,Harding County Auditor,ocd-division/country:us/state:sd/county:harding,,(605) 853-2182,kathy.glines@state.sd.us,8,Harding County Memorial Rec Center,204 Hodge St.,,Buffalo,SD ,57720,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Harding County,Harding County Auditor,ocd-division/country:us/state:sd/county:harding,,(605) 853-2182,kathy.glines@state.sd.us,9,Reva Hall,14573 Dog Creek Place,,Reva Town,SD ,57651,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,5,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,7,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,9,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,11,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,21,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,23,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,24,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,26,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,28,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,29,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,30,Lutheran Memorial Church,320 E Prospect Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,31,New Life Assembly Church,1120 N Harrison Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,31,Faith Lutheran Church,714 N Grand Ave,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,31,Harrold City Hall,102 E 1st St,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,31,Blunt Senior Center,208 N Main St,,Blunt,SD,57522,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,31,Pierre Indian Learning Center,3001 E SULLY AVE,,Pierre,SD,57501,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Hughes County,Hughes County Auditor,ocd-division/country:us/state:sd/county:hughes,,(605) 773-7451,jane.naylor@co.hughes.sd.us,31,Ross Hyde Residence,31815 SD Hwy 34,,Harrold,SD,57536,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
