office_name,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",845 Alder Ave,,Incline Village,NV,89451,11:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/4/16,333,"845 Alder Ave, Incline Village, NV 89451",,11:00 AM - 06:00 PM,,ho80125693,false,true,,,,poll85142669
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1310 Scheels Drive #B107,,Sparks,NV,89434,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,334,"1310 Scheels Drive #B107, Sparks, NV 89434",,10:00 AM - 06:00 PM,,ho21942880,false,true,,,,poll95775501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1310 Scheels Drive #B107,,Sparks,NV,89434,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,335,"1310 Scheels Drive #B107, Sparks, NV 89434",,11:00 AM - 04:00 PM,,ho21942880,false,true,,,,poll95775501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1310 Scheels Drive #B107,,Sparks,NV,89434,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,336,"1310 Scheels Drive #B107, Sparks, NV 89434",,10:00 AM - 06:00 PM,,ho21942880,false,true,,,,poll95775501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1310 Scheels Drive #B107,,Sparks,NV,89434,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,338,"1310 Scheels Drive #B107, Sparks, NV 89434",,10:00 AM - 06:00 PM,,ho21942880,false,true,,,,poll95775501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1310 Scheels Drive #B107,,Sparks,NV,89434,09:00:00 - 07:00,14:00:00 - 07:00,11/3/16,11/4/16,339,"1310 Scheels Drive #B107, Sparks, NV 89434",,09:00 AM - 02:00 PM,,ho21942880,false,true,,,,poll95775501
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1075 North Hills Blvd #340 ,, Reno,NV,89506,11:00:00 - 07:00,16:00:00 - 07:00,10/22/16,10/22/16,340,"1075 North Hills Blvd #340,  Reno, NV 89506",,11:00 AM - 04:00 PM,,ho37331646,false,true,,,,poll77423250
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1075 North Hills Blvd #340 ,,Reno,NV,89506,11:00:00 - 07:00,18:00:00 - 07:00,10/25/16,10/27/16,341,"1075 North Hills Blvd #340, Reno, NV 89506",,11:00 AM - 06:00 PM,,ho83783050,false,true,,,,poll36282249
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1075 North Hills Blvd #340 ,,Reno,NV,89506,11:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,342,"1075 North Hills Blvd #340, Reno, NV 89506",,11:00 AM - 04:00 PM,,ho83783050,false,true,,,,poll36282249
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1075 North Hills Blvd #340 ,,Reno,NV,89506,11:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/4/16,343,"1075 North Hills Blvd #340, Reno, NV 89506",,11:00 AM - 06:00 PM,,ho83783050,false,true,,,,poll36282249
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2325 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,16:00:00 - 07:00,10/22/16,10/22/16,344,"2325 Robb Dr, Reno, NV 89523",,11:00 AM - 04:00 PM,,ho57954996,false,true,,,,poll34330290
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2325 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,345,"2325 Robb Dr, Reno, NV 89523",,11:00 AM - 06:00 PM,,ho57954996,false,true,,,,poll34330290
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2325 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,346,"2325 Robb Dr, Reno, NV 89523",,11:00 AM - 04:00 PM,,ho57954996,false,true,,,,poll34330290
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2325 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,347,"2325 Robb Dr, Reno, NV 89523",,11:00 AM - 06:00 PM,,ho57954996,false,true,,,,poll34330290
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2895 N. McCarran Blvd,,Sparks,NV,89431,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,348,"2895 N. McCarran Blvd, Sparks, NV 89431",,10:00 AM - 06:00 PM,,ho18243929,false,true,,,,poll38284474
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2895 N. McCarran Blvd,,Sparks,NV,89431,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,349,"2895 N. McCarran Blvd, Sparks, NV 89431",,11:00 AM - 04:00 PM,,ho18243929,false,true,,,,poll38284474
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2895 N. McCarran Blvd,,Sparks,NV,89431,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,350,"2895 N. McCarran Blvd, Sparks, NV 89431",,10:00 AM - 06:00 PM,,ho18243929,false,true,,,,poll38284474
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1630 Robb Dr,,Reno,NV,89523,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,351,"1630 Robb Dr, Reno, NV 89523",,10:00 AM - 06:00 PM,,ho64459372,false,true,,,,poll72583
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1630 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,352,"1630 Robb Dr, Reno, NV 89523",,11:00 AM - 04:00 PM,,ho64459372,false,true,,,,poll72583
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1630 Robb Dr,,Reno,NV,89523,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,353,"1630 Robb Dr, Reno, NV 89523",,10:00 AM - 06:00 PM,,ho64459372,false,true,,,,poll72583
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1630 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,354,"1630 Robb Dr, Reno, NV 89523",,11:00 AM - 04:00 PM,,ho64459372,false,true,,,,poll72583
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1630 Robb Dr,,Reno,NV,89523,11:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,355,"1630 Robb Dr, Reno, NV 89523",,11:00 AM - 06:00 PM,,ho64459372,false,true,,,,poll72583
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,356,"701 Keystone Ave, Reno, NV 89503",,10:00 AM - 06:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,357,"701 Keystone Ave, Reno, NV 89503",,11:00 AM - 04:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,358,"701 Keystone Ave, Reno, NV 89503",,10:00 AM - 06:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,359,"701 Keystone Ave, Reno, NV 89503",,10:00 AM - 06:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,360,"701 Keystone Ave, Reno, NV 89503",,11:00 AM - 04:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,361,"701 Keystone Ave, Reno, NV 89503",,10:00 AM - 06:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",701 Keystone Ave,,Reno,NV,89503,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,362,"701 Keystone Ave, Reno, NV 89503",,09:00 AM - 07:00 PM,,ho33328020,false,true,,,,poll84910920
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,363,"18144 Wedge Pkwy, Reno, NV 89511",,10:00 AM - 06:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,364,"18144 Wedge Pkwy, Reno, NV 89511",,11:00 AM - 04:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,365,"18144 Wedge Pkwy, Reno, NV 89511",,10:00 AM - 06:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,366,"18144 Wedge Pkwy, Reno, NV 89511",,10:00 AM - 06:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,367,"18144 Wedge Pkwy, Reno, NV 89511",,11:00 AM - 04:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,368,"18144 Wedge Pkwy, Reno, NV 89511",,10:00 AM - 06:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",18144 Wedge Pkwy,,Reno,NV,89511,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,369,"18144 Wedge Pkwy, Reno, NV 89511",,09:00 AM - 07:00 PM,,ho15072438,false,true,,,,poll22759299
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,370,"2389 Wingfield Hills Rd, Sparks, NV 89436",,10:00 AM - 06:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,371,"2389 Wingfield Hills Rd, Sparks, NV 89436",,11:00 AM - 04:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,372,"2389 Wingfield Hills Rd, Sparks, NV 89436",,10:00 AM - 06:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,373,"2389 Wingfield Hills Rd, Sparks, NV 89436",,10:00 AM - 06:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,374,"2389 Wingfield Hills Rd, Sparks, NV 89436",,11:00 AM - 04:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,375,"2389 Wingfield Hills Rd, Sparks, NV 89436",,10:00 AM - 06:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",2389 Wingfield Hills Rd,,Sparks,NV,89436,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,376,"2389 Wingfield Hills Rd, Sparks, NV 89436",,09:00 AM - 07:00 PM,,ho5665431,false,true,,,,poll61873843
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,377,"4001 S. Virginia Street, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,378,"4001 S. Virginia Street, Reno, NV 89502",,11:00 AM - 04:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,379,"4001 S. Virginia Street, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,380,"4001 S. Virginia Street, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,381,"4001 S. Virginia Street, Reno, NV 89502",,11:00 AM - 04:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,382,"4001 S. Virginia Street, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",4001 S. Virginia Street,,Reno,NV,89502,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,383,"4001 S. Virginia Street, Reno, NV 89502",,09:00 AM - 07:00 PM,,ho98800905,false,true,,,,poll66702718
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,384,"1901 Silverada Blvd, Reno, NV 89512",,10:00 AM - 06:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,385,"1901 Silverada Blvd, Reno, NV 89512",,11:00 AM - 04:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,386,"1901 Silverada Blvd, Reno, NV 89512",,10:00 AM - 06:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,387,"1901 Silverada Blvd, Reno, NV 89512",,10:00 AM - 06:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,388,"1901 Silverada Blvd, Reno, NV 89512",,11:00 AM - 04:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,389,"1901 Silverada Blvd, Reno, NV 89512",,10:00 AM - 06:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",1901 Silverada Blvd,,Reno,NV,89512,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,390,"1901 Silverada Blvd, Reno, NV 89512",,09:00 AM - 07:00 PM,,ho4387826,false,true,,,,poll70552191
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,391,"950 Holman Way, Sparks, NV 89431",,10:00 AM - 06:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,392,"950 Holman Way, Sparks, NV 89431",,11:00 AM - 04:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,393,"950 Holman Way, Sparks, NV 89431",,10:00 AM - 06:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,394,"950 Holman Way, Sparks, NV 89431",,10:00 AM - 06:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,395,"950 Holman Way, Sparks, NV 89431",,11:00 AM - 04:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,396,"950 Holman Way, Sparks, NV 89431",,10:00 AM - 06:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",950 Holman Way,,Sparks,NV,89431,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/4/16,397,"950 Holman Way, Sparks, NV 89431",,09:00 AM - 07:00 PM,,ho61239107,false,true,,,,poll80782439
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",3310 S. McCarran Blvd,,Reno,NV,89502,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,398,"3310 S. McCarran Blvd, Reno, NV 89502",,10:00 AM - 06:00 PM,,ho91856518,false,true,,,,poll14680673
