address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,County,voter_services,start_date,end_date,start_time,end_time
Harvey Park Recreation Center,2120 S Tennyson Way ,,,Denver,,80219,,Denver,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Harvey Park Recreation Center,2120 S Tennyson Way ,,,Denver,,80219,,Denver,VSPC,10/31/16,11/4/16,10:00:00-6:00,18:00:00-6:00
Harvey Park Recreation Center,2120 S Tennyson Way ,,,Denver,,80219,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Harvey Park Recreation Center,2120 S Tennyson Way ,,,Denver,,80219,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Hiawatha Davis Jr Recreation Center,3334 N Holly St ,,,Denver,,80207,,Denver,VSPC,10/24/16,10/28/16,10:00:00-6:00,18:00:00-6:00
Hiawatha Davis Jr Recreation Center,3334 N Holly St ,,,Denver,,80207,,Denver,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Hiawatha Davis Jr Recreation Center,3334 N Holly St ,,,Denver,,80207,,Denver,VSPC,10/31/16,11/4/16,10:00:00-6:00,18:00:00-6:00
Hiawatha Davis Jr Recreation Center,3334 N Holly St ,,,Denver,,80207,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Hiawatha Davis Jr Recreation Center,3334 N Holly St ,,,Denver,,80207,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Highland Recreation Center,2880 N Osceola St,,,Denver,,80212,,Denver,VSPC,10/24/16,10/28/16,10:00:00-6:00,18:00:00-6:00
Highland Recreation Center,2880 N Osceola St,,,Denver,,80212,,Denver,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Highland Recreation Center,2880 N Osceola St,,,Denver,,80212,,Denver,VSPC,10/31/16,11/4/16,10:00:00-6:00,18:00:00-6:00
Highland Recreation Center,2880 N Osceola St,,,Denver,,80212,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Highland Recreation Center,2880 N Osceola St,,,Denver,,80212,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
La Familia Recreation Center,65 S Elati St ,,,Denver,,80223,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
La Familia Recreation Center,65 S Elati St ,,,Denver,,80223,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Montbello Recreation Center,15555 E 53rd Ave ,,,Denver,,80239,,Denver,VSPC,10/24/16,10/28/16,10:00:00-6:00,18:00:00-6:00
Montbello Recreation Center,15555 E 53rd Ave ,,,Denver,,80239,,Denver,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Montbello Recreation Center,15555 E 53rd Ave ,,,Denver,,80239,,Denver,VSPC,10/31/16,11/4/16,10:00:00-6:00,18:00:00-6:00
Montbello Recreation Center,15555 E 53rd Ave ,,,Denver,,80239,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Montbello Recreation Center,15555 E 53rd Ave ,,,Denver,,80239,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Montclair Recreation Center,729 N Ulster Way,,,Denver,,80230,,Denver,VSPC,10/24/16,10/28/16,10:00:00-6:00,18:00:00-6:00
Montclair Recreation Center,729 N Ulster Way,,,Denver,,80230,,Denver,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Montclair Recreation Center,729 N Ulster Way,,,Denver,,80230,,Denver,VSPC,10/31/16,11/4/16,10:00:00-6:00,18:00:00-6:00
Montclair Recreation Center,729 N Ulster Way,,,Denver,,80230,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Montclair Recreation Center,729 N Ulster Way,,,Denver,,80230,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Southwest Recreation Center,9200 W Saratoga Pl,,,Denver,,80123,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Southwest Recreation Center,9200 W Saratoga Pl,,,Denver,,80123,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Tivoli Student Union at Auraria,900 Auraria Pkwy ,,,Denver,,80204,,Denver,VSPC,10/24/16,10/28/16,10:00:00-6:00,18:00:00-6:00
Tivoli Student Union at Auraria,900 Auraria Pkwy ,,,Denver,,80204,,Denver,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00
Tivoli Student Union at Auraria,900 Auraria Pkwy ,,,Denver,,80204,,Denver,VSPC,10/31/16,11/4/16,10:00:00-6:00,18:00:00-6:00
Tivoli Student Union at Auraria,900 Auraria Pkwy ,,,Denver,,80204,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Tivoli Student Union at Auraria,900 Auraria Pkwy ,,,Denver,,80204,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Union Station,1701 Wynkoop St,,,Denver,,80202,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
University of Denver Centennial Towers,1745 S High St,,,Denver,,80210,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
Windsor Gardens,595 S Clinton St,,,Denver,,80247,,Denver,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00
Windsor Gardens,595 S Clinton St,,,Denver,,80247,,Denver,VSPC,11/7/16,11/7/16,10:00:00-7:00,18:00:00-7:00
